item_desc|corp_item_brand_name|pim_item_class_desc|pim_item_sub_class_desc|state|flavor|pim_tasting_notes
TRES LECHES CREAM LIQ 34|TRES LECHES|LIQUEUR|CREAM LIQUEUR|TX|CARAMEL|
TRES MAGUEYES TEQ REPOSADO 80|TRES MAGUEYES|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
TRES PAPALOTE MEZCAL WILD CUPREA80|TRES PAPALOTE|TEQUILA & AGAVE SPIRITS|MEZCAL|TX||
TRIMBACH LIQUEUR DE FRAMBOISE 50|TRIMBACH|LIQUEUR|CREME DE FRAMBOISE|TX||
TROMBA TEQ ANEJO 80|TROMBA|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
TROMBA TEQ BLANCO 80|TROMBA|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
TROMBA TEQ REPOSADO 80|TROMBA|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||
TRULY VOD WILD BERRY 60|TRULY|VODKA|FLAVORED VODKA|TX|BERRY|Juicy black raspberry flavor balanced with a crisp vodka finish
TRULY VOD PINEAPPLE MANGO 60|TRULY|VODKA|FLAVORED VODKA|TX|PINEAPPLE|
TRULY VOD WILD BERRY 60 PET 10P|TRULY|VODKA|FLAVORED VODKA|TX|BERRY|Juicy black raspberry flavor balanced with a crisp vodka finish
TRULY STRWLEM VOD 60W/12 50ML VOD|TRULY|VODKA|FLAVORED VODKA|TX|STRAWBERRY|.
TRULY VOD WHITE PEACH 60|TRULY|VODKA|FLAVORED VODKA|TX|PEACH|Juicy sweet white peach and tropical notes that create a refreshing light, tart finish
TRULY VOD STRAWBERRY LEMONADE 60|TRULY|VODKA|FLAVORED VODKA|TX|STRAWBERRY|Sweet, tart lemonade with light strawberry flavor.
TRULY VOD PINEAPPLE MANGO 60PET10P|TRULY|VODKA|FLAVORED VODKA|TX|PINEAPPLE|
TRULY VOD BLOOD ORANGE 60 PET 10P|TRULY|VODKA|FLAVORED VODKA|TX|ORANGE|Juicy and tart orange/citrus flavor reminiscent of an orange soda
TRULY VOD BLOOD ORANGE 60|TRULY|VODKA|FLAVORED VODKA|TX|ORANGE|Juicy and tart orange/citrus flavor reminiscent of an orange soda
TRULY VOD STRAWBERRY LEM 60 PET10P|TRULY|VODKA|FLAVORED VODKA|TX|STRAWBERRY|Sweet, tart lemonade with light strawberry flavor.
TRULY VOD STRAWBERRY LEMON 60|TRULY|VODKA|FLAVORED VODKA|TX|STRAWBERRY|Sweet, tart lemonade with light strawberry flavor.
TRULY VOD WHITE PEACH 60 PET10P|TRULY|VODKA|FLAVORED VODKA|TX|PEACH|Juicy sweet white peach and tropical notes that create a refreshing light, tart finish
TRULY VODKA 80 PET 12/10PK|TRULY|VODKA|VODKA|TX||
TRULY VODKA 80|TRULY|VODKA|VODKA|TX||
TRYBOX WSKY NEW MAKE 125|TRYBOX SERIES|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||
TRYBOX WSKY RYE NEW MAKE 125|TRYBOX SERIES|WHISKEY-AMERICAN|WHITE WHISKEY|TX||Aromas of bread ripe pungency converge nicely with a complex and rich palate of strong rye and citrus.
TAIWAN KAO LIANG SUPREME 99.2|TTL|SPIRITS-OTHER|BAIJIU|TX||
TAIWAN MIZHIU TOU 70|TTL|SPIRITS-OTHER|SPIRITS-OTHER|TX||
TVARSCKI VODKA CHERRY 60 PET|TVARSCKI|VODKA|FLAVORED VODKA|TX|CHERRY|Tvarscki Vodka Cherry offers its own signature flavor and texture, coupled with distinct cherry and other fruity aromas.
TVARSCKI VODKA CHERRY 60|TVARSCKI|VODKA|FLAVORED VODKA|TX|CHERRY|Tvarscki Vodka Cherry offers its own signature flavor and texture, coupled with distinct cherry and other fruity aromas.
TVARSCKI VODKA 80|TVARSCKI|VODKA|VODKA|TX||Bottled at a smooth 80 proof, Tvarscki(R) Vodka is a pure vodka with a slight crisp to go along with its smooth taste.
TVARSCKI VODKA 80 PET|TVARSCKI|VODKA|VODKA|TX||Bottled at a smooth 80 proof, Tvarscki(R) Vodka is a pure vodka with a slight crisp to go along with its smooth taste.
TWISTED SHOTZ JOLLI JOLLI 40 18/4P|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|BLEND-FRUITS|
TWISTED SHOTZ WHIPPED CHERRY 18/4P|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX||
TWISTED SHOTZ CHOC MOUSSE 32 18/4P|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|CHOCOLATE|
TWISTED SHOTZ ISLAND THUND40 18/4P|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|PINEAPPLE|
TWISTED SHOTZ ROOT BEER FLT40 18/4|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|ROOT BEER|
TWISTED SHOTZ KILLER BEE 45 18/4PK|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|HONEY|
TWISTED SHOTZ MIAMI VICE 40 18/4PK|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|BLEND-FRUITS|
TWISTED SHOTZ RATTLESNAKE 40 18/4P|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|OTHER|
TWISTED SHOTZ WHIPPED CHOC 18/4PK|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|CHOCOLATE|
TWISTED SHOTZ B52 40 18/4PK|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|OTHER|
TWISTED SHOTZ PEACH N CREAM40 18/4|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|PEACH|
TWISTED SHOTZ DOS LOCOS PALOM45 4P|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX||
TWISTED SHOTZ POLAR BEAR40 18/4PK|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|OTHER|
TWISTED SHOTZ PUSSY CAT 40 18/4PK|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|WATERMELON|
TWISTED SHOTZ BUTTERY NIPPLE 18/4P|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|BUTTERSCOTCH|
TWISTED SHOTZ WHIPPED ORANGE18/4PK|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX||
TWISTED SHOTZ SEX OT BEACH40 18/4P|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|BLEND-FRUITS|
TWISTED SHOTZ STRAWB SUND40 18/4PK|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|STRAWBERRY|
TWISTED SHOTZ SCREAMING O 40 18/4P|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|OTHER|
TWISTED SHOTZ MIDNIGHT MOCHA40 4PK|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|MOCHA|
TWISTED SHOTZ PORN STAR 40 18/4PK|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|BLEND-FRUITS|
TWISTED SHOTZ PINEAPL UP DOWN40 4P|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|PINEAPPLE|
TWISTED SHOTZ BLAZ APPLE40 18/4PK|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX||
TWISTED SHOTZ WASH APPLE 40 18/4PK|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|APPLE|
TWISTED SHOTZ RATTLESNAKE 45 18/4P|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|OTHER|
TWISTED SHOTZ HOT LICKS 45 18/4PK|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX||
TWISTED SHOTZ GINGER SNAP40 18/4PK|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|GINGER|
TWISTED SHOTZ CHOC BUT NIPP40 18/4|TWISTED SHOTZ|COCKTAILS|COCKTAILS-OTHER|TX|CHOCOLATE|
TWISTED SHOTZ MOSCOW MULE 40 18/4P|TWISTED SHOTZ|COCKTAILS|MOSCOW MULE|TX|GINGER|
TWISTED SHOTZ CHOCO SHOTS ASST 9/8|TWISTED SHOTZ|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
TWISTED SHOTZ WINTER PARTY PK6/15P|TWISTED SHOTZ|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
TWISTED SHOTZ SUMMER SHOTZ 6/15PK|TWISTED SHOTZ|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
TWISTD SHOTZ(3-PB/MV/WC/RS/SS)6/15|TWISTED SHOTZ|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
TWISTED SHOTZ PARTY TAILGATE 6/15P|TWISTED SHOTZ|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
TWISTED SHOTZ PARTY PK SEXY 6/15PK|TWISTED SHOTZ|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
TWISTED SHOTZ PARTY PK SEXY2 6/15P|TWISTED SHOTZ|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
TWISTED SHOTZ CHN PTY 6/15/MV/WO/K|TWISTED SHOTZ|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
TWISTED SHOTZ GETAWAY PACK 6/15PK|TWISTED SHOTZ|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
TWISTED SHOTZ CLUB PARTY40 30P PET|TWISTED SHOTZ|SPIRITS-OTHER|SPIRITS-OTHER|TX||
TWISTED TEA WSKY ST65PET12P JB|TWISTED TEA (JB)|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|TEA|Classic sweet tea balanced by lemon and whiskey
TWISTED TEA WSKY ST65PET 10P JB|TWISTED TEA (JB)|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|TEA|Classic sweet tea balanced by lemon and whiskey
TWISTED TEA WSKY ST65 6P JB|TWISTED TEA (JB)|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|TEA|Classic sweet tea balanced by lemon and whiskey
TWISTED TEA WSKY ST65 12P JB|TWISTED TEA (JB)|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|TEA|Classic sweet tea balanced by lemon and whiskey
TWO FINGERS TEQ WHITE 80|TWO FINGERS|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Color: Brilliant honey Nose: Oaky vanilla, sautaed butter, and sweet corn Taste: Semi-sweet, oaky, and honeyed Finish: Lean, off-dry, and regal
TWO FINGERS TEQ WHITE 80|TWO FINGERS|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Color: Brilliant honey Nose: Oaky vanilla, sauteed butter, and sweet corn Taste: Semi-sweet, oaky, and honeyed Finish: Lean, off-dry, and regal
TWO FINGERS TEQ GOLD 80|TWO FINGERS|TEQUILA & AGAVE SPIRITS|TEQUILA|TX||Fragrant bouquet of black pepper and reed with robust flavors.
TWO STORKS MUI KWE LU 96|TWO STORKS|SPIRITS-OTHER|SPIRITS-OTHER|TX|FLORAL|
TWO STORKS VODKA NG KA PV 96|TWO STORKS|VODKA|VODKA|TX||
TX WHISKEY RANCH WATER 14 CAN 6/4P|TX|COCKTAILS|COCKTAILS-OTHER|TX|OTHER|Nose: Tart lime, vanilla bean, subtle nutmeg and pear drops. Body: Light and refreshing Palate: Vibrant lime zest, crisp citrus notes, and French vanilla.
TX WHISKEY SWEET TEA 14 CAN 6/4P|TX|COCKTAILS|COCKTAILS-OTHER|TX|TEA-SWEET|Nose: Earthy black tea with citrusy lemon juice, soft vanilla, and subtle Bartlett pear. Body: Sweet, mouth-coating.
TX WHISKEY COLA 14 CAN 6/4P|TX|COCKTAILS|COCKTAILS-OTHER|TX|OTHER|Nose: Cinnamon, clove, and nutmeg spices with hints of sweet custard and rich vanilla. Body: Sweet, full Palate: Cola spices and sweet caramel toffee.
TX ASST(4-WSKY BLEND 82/2-BBN 90)|TX|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX||
TX WSKY BLENDED 80 RED/GREEN TOP|TX|SPIRITS-OTHER|SPIRITS-OTHER|TX||
TX BLENDED WSKY 82 RED/GRN TOP|TX|SPIRITS-OTHER|SPIRITS-OTHER|TX||
TX BLENDED WHISKEY 82|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||The striking freshness and vivacity of the floral and fruity fragrances (yellow fruits and fresh fruits) take root, before giving way to subtle notes of vanilla and butter, lending the wine a fruity and consistent character. The notes of cherry plum, lemon and bergamot orange emerge first, then make way for the flowers of fruit trees, such as lime and honeysuckle. These are followed by notes of butter, madeleine cakes and vanilla sugar.
TX WSKY BLENDED 80 W/SANTA HAT|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||The striking freshness and vivacity of the floral and fruity fragrances (yellow fruits and fresh fruits) take root, before giving way to subtle notes of vanilla and butter, lending the wine a fruity and consistent character. The notes of cherry plum, lemon and bergamot orange emerge first, then make way for the flowers of fruit trees, such as lime and honeysuckle. These are followed by notes of butter, madeleine cakes and vanilla sugar.
TX BLENDED WSKY A&M 82 W/CAP BOARD|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||The perfect balance of spicy, nutty and vanilla notes with hints of sweet sherry and exceptional smoothness. Smooth and mellow.
TX BLENDED WHISKEY(HOUSTON)82|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||An extraordinarily complex spectrum of fragrance and flavor that mixes well or stands alone on the rocks or neat.
TX WSKY BLENDED 80|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||The striking freshness and vivacity of the floral and fruity fragrances (yellow fruits and fresh fruits) take root, before giving way to subtle notes of vanilla and butter, lending the wine a fruity and consistent character. The notes of cherry plum, lemon and bergamot orange emerge first, then make way for the flowers of fruit trees, such as lime and honeysuckle. These are followed by notes of butter, madeleine cakes and vanilla sugar.
TX WSKY BLENDED 82 W/SANTA HAT|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||The striking freshness and vivacity of the floral and fruity fragrances (yellow fruits and fresh fruits) take root, before giving way to subtle notes of vanilla and butter, lending the wine a fruity and consistent character. The notes of cherry plum, lemon and bergamot orange emerge first, then make way for the flowers of fruit trees, such as lime and honeysuckle. These are followed by notes of butter, madeleine cakes and vanilla sugar.
TX BLND WSKY82TAILGATE W/SOLO CUP|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||An extraordinarily complex spectrum of fragrance and flavor that mixes well or stands alone on the rocks or neat.
TX BLENDED WHISKEY 82 W/BBQ RUB|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||An extraordinarily complex spectrum of fragrance and flavor that mixes well or stands alone on the rocks or neat.
TX BLENDED WHISKEY 82|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||An extraordinarily complex spectrum of fragrance and flavor that mixes well or stands alone on the rocks or neat.
TX BLENDED WHISKEY 82 HUNTING(2018|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||The striking freshness and vivacity of the floral and fruity fragrances (yellow fruits and fresh fruits) take root, before giving way to subtle notes of vanilla and butter, lending the wine a fruity and consistent character. The notes of cherry plum, lemon and bergamot orange emerge first, then make way for the flowers of fruit trees, such as lime and honeysuckle. These are followed by notes of butter, madeleine cakes and vanilla sugar.
TX BLENDED WHISKEY 80|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||An extraordinarily complex spectrum of fragrance and flavor that mixes well or stands alone on the rocks or neat.
TX BLENDED WHISKEY TEXAS A&M 82|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||
TX BLENDED WHISKEY 82 RWB TOPS|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||The striking freshness and vivacity of the floral and fruity fragrances (yellow fruits and fresh fruits) take root, before giving way to subtle notes of vanilla and butter, lending the wine a fruity and consistent character. The notes of cherry plum, lemon and bergamot orange emerge first, then make way for the flowers of fruit trees, such as lime and honeysuckle. These are followed by notes of butter, madeleine cakes and vanilla sugar.
TX BLENDED WHISKEY 82 CUSTOM LABEL|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||The striking freshness and vivacity of the floral and fruity fragrances (yellow fruits and fresh fruits) take root, before giving way to subtle notes of vanilla and butter, lending the wine a fruity and consistent character. The notes of cherry plum, lemon and bergamot orange emerge first, then make way for the flowers of fruit trees, such as lime and honeysuckle. These are followed by notes of butter, madeleine cakes and vanilla sugar.
TX BLENDED WHISKEY 82 PATRIOTIC|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||An extraordinarily complex spectrum of fragrance and flavor that mixes well or stands alone on the rocks or neat.
TX BLENDED WHISKEY 82 LTD ED HOLID|TX|WHISKEY-AMERICAN|BLENDED AMERICAN WHISKEY|TX||The striking freshness and vivacity of the floral and fruity fragrances (yellow fruits and fresh fruits) take root, before giving way to subtle notes of vanilla and butter, lending the wine a fruity and consistent character. The notes of cherry plum, lemon and bergamot orange emerge first, then make way for the flowers of fruit trees, such as lime and honeysuckle. These are followed by notes of butter, madeleine cakes and vanilla sugar.
TX STRAIGHT BOURBON(TW#1391)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(LIQDEP#1364)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM#1666)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(LIQLND2976|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(TW#1218)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON 90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TW#1337)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM#1693)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM#1641)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(SCHRICKS)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM 502)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TW#1283)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TW#1373)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(SPECS#1390)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TW#1419)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(TWM)100|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON BIB(CHEERS)100|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(SPECS#1211)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(WB LIQ C)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(HAKEMY#1674)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM 506)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TW#1410)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM 501)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(WB)100|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(TWM 508)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM 521)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(LOLLIQUOR)|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(TWM#1689)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(MYCHOICE)|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(TW#1365)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(HAKEMY#1718)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(SPECS#1383)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(BLACKTIE)|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON 90W/CAPBRD|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TW#1281)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(SPECS)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(LIQBUE3328|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(TW#1406)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TW#1424)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TW#1408)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM 523)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(SPECS#1329)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM #534)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM#1543)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(TWINS)100|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(TWM#1668)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TW#1415)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM#1667)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM#1632)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BBN COG CASK 101.6|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(HAKEMY#1644)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TWM 505)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TW#1433)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(HAKEMY B)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON BIB(SLB7370AB)|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
TX STRAIGHT BOURBON(HAKEMY B)100|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
TX STRAIGHT BOURBON(TW#1397)90|TX|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our straight bourbon is uniquely and distinctly Texan because it highlights the impact of Texas terroir.
